,Price,Return,SMA_50,SMA_200,Volatility,Upper_band,Lower_band,MACD,MACD_signal,RSI
2020-02-05,88.31676369914663,-0.002314350975357371,,,0.1903810537849359,103.28711668148469,85.98845524721122,-2.1228684696042563,-1.464115668255199,19.121996097880896
2020-02-06,85.28471974661079,-0.03433146580036128,,,0.21608520191008618,103.55904051114784,84.5348497562736,-2.373666459391657,-1.6464667242822206,14.679039325163131
2020-02-07,84.66934421736468,-0.007215542609208869,,,0.19372456379939854,103.41839969797707,83.24539097369123,-2.585557334970474,-1.8346488435763582,13.969604681992848
2020-02-10,84.63725949590658,-0.00037894141917216295,,,0.19544292279654416,103.15695342991529,82.13854495752079,-2.7231261066072534,-2.012619692732532,13.93179833882634
2020-02-11,84.79706361641061,0.0018881060357556212,,,0.19813726680224097,102.81846788593379,81.20683150404918,-2.787308660762605,-2.1677495277726306,15.163310352541174
2020-02-12,83.02477143692882,-0.020900395649299464,,,0.19677246326386202,102.35753596638432,80.15029708575307,-2.9347636742994467,-2.3213044304878334,12.950194076098867
2020-02-13,82.4960545410177,-0.006368182492531904,,,0.19033249529256155,101.61982031319747,79.26552620673007,-3.0549460688183956,-2.4681491004877367,12.370154171969588
2020-02-14,81.3980405913152,-0.013309896525494636,,,0.1866391319145654,100.69800389342093,78.43750826859146,-3.1949003237860154,-2.613591530239079,11.243825725829396
2020-02-17,80.50565899329281,-0.010963182793341075,,,0.1863729643737649,99.86158326118037,77.55991988527008,-3.3339088762317317,-2.7577280853538517,10.413914959069942
2020-02-18,81.73481642595331,0.015267963122479467,,,0.20386369227347267,98.64690011737372,77.18457916830721,-3.3122001698302483,-2.868667504623988,19.25443035869641
2020-02-19,80.84021687334743,-0.010945146655052862,,,0.19135088670753397,96.9388300563445,77.11470283709338,-3.3243566558425215,-2.9598349203855983,17.872080456501024
2020-02-20,80.82766304973094,-0.00015529181021567418,,,0.19149467421820351,95.36547643557431,77.08980779901991,-3.2965729685214313,-3.0272000189922585,17.852710729096472
2020-02-21,81.8592025638494,0.012762208818084542,,,0.20629840938276905,93.52971009507968,77.48941757841283,-3.158708323308545,-3.0535071436315406,25.041621767705706
2020-02-24,81.21746607602785,-0.007839515506164352,,,0.19504213694004863,92.12024862433856,77.64847113211579,-3.0633840393173273,-3.0554828510393977,23.654727450661284
2020-02-25,81.1148860610023,-0.001263029000800442,,,0.19193360446510097,90.9097903155678,77.76318404118969,-2.961444785212265,-3.0366727375810294,23.43133491522711
2020-02-26,81.26480290430997,0.0018482038327087835,,,0.18021429615596957,90.09687727011459,77.72701861967676,-2.836184026697495,-2.996570731027539,24.552750213078454
2020-02-27,81.36180517925126,0.0011936566813004479,,,0.18140828830234706,89.19625459366455,77.81507131323741,-2.698145502710517,-2.936880607490005,25.31494379396794
2020-02-28,80.00228185675734,-0.016709601261903018,,,0.18088161539655884,88.60094240965455,77.61661175156755,-2.663940280933076,-2.8822888268545532,21.9656358539696
2020-03-02,80.11163670205723,0.0013668965779711773,,,0.1793766879083222,87.76617936958037,77.63242941632153,-2.5981912203987036,-2.8254662118459546,22.849836874548842
2020-03-03,81.6747297475992,0.019511435665148902,,,0.19777233455877058,86.63060013647546,78.08331824131255,-2.395878856356518,-2.7395449983514086,34.30786707449859
2020-03-04,79.94865555870993,-0.021133515767035704,,,0.20679312331535726,85.29566494254344,78.5814426212009,-2.3440221847421157,-2.660437679141786,29.15805908754841
2020-03-05,80.94063467706857,0.012407702311268753,,,0.18379045760987048,84.70865213181253,78.73404692497758,-2.1994270757550822,-2.5682329881727957,35.17996967399537
2020-03-06,81.10032245287185,0.001972899970952735,,,0.18358861865993112,84.19647581243787,78.88932106790297,-2.048582221472685,-2.4643005170612176,36.12132498221945
2020-03-09,80.39937090478708,-0.008643018016261328,,,0.18490749284990815,83.59195844488531,79.07004957634356,-1.9617380934041933,-2.363786239095172,33.800869559506566
2020-03-10,82.70765682018045,0.02871024846857262,89.0307396990805,,0.21535572101874842,82.93994324545568,79.51312409615016,-1.6907971791736855,-2.22918650603929,46.08410236466556
2020-03-11,83.62009141983462,0.01103204509393807,88.70250698254263,,0.20616624327715874,83.11570863661403,79.39689070328241,-1.3878061825234767,-2.0609085199411883,50.03101702140377
2020-03-12,82.25249919846203,-0.016354828105918595,88.33793457353426,,0.2134571349872487,83.07227100996523,79.41597279567564,-1.241870943487129,-1.8970995083557598,44.743950425905936
2020-03-13,82.36305722853753,0.0013441297365170968,87.98267066607931,,0.20765371373727307,83.18734536024397,79.39740010911913,-1.1046934532505333,-1.7386171392235044,45.24767871251279
2020-03-16,83.05563263289531,0.00840881127610471,87.66547790914268,,0.2046224313866063,83.43151775080128,79.40822508252208,-0.9301796017957145,-1.5769286865061931,48.419877064619136
2020-03-17,82.86126524420055,-0.0023402071904485844,87.35636068379823,,0.19852248762793734,83.58566653226663,79.36672118288143,-0.79815319699334,-1.4211728601639577,47.5866111898937
2020-03-18,83.68238069797295,0.009909521069374039,87.09019412402428,,0.1960015135134115,83.92142601306448,79.31517808454616,-0.6209344623068063,-1.2611245817808259,51.392277420021244
2020-03-19,83.62957349310284,-0.0006310432904711449,86.8207548666992,,0.19607176995537134,84.19597068088179,79.32082446106604,-0.47918626168612377,-1.1047364496679108,51.135130419767414
2020-03-20,84.43978470571449,0.009688094519320511,86.53014375731559,,0.19408110724037514,84.60462638885346,79.17022696728088,-0.29873666197777027,-0.9435361061317457,54.86653251682601
2020-03-23,86.1834349792361,0.020649629550791637,86.28740881013573,,0.20184741990608623,85.43943517589506,78.83201507056009,-0.016253073943175878,-0.7580791444290733,61.65311610197719
2020-03-24,85.39766154770034,-0.009117453159357969,86.0453809692709,,0.20595626194450412,85.91946903820023,78.78025875692471,0.1431146926745015,-0.5778401007928277,57.459965109451396
2020-03-25,85.66656921168268,0.0031488879099124123,85.79472365719687,,0.2059403758519277,86.39175348391426,78.748150941948,0.28759625349140094,-0.40475261773134524,58.50017798845582
2020-03-26,85.13824546556806,-0.006167210277898905,85.5230701692459,,0.20830819579202034,86.70052696190072,78.8170214925932,0.3556860050860422,-0.25266474400051525,55.62240972388467
2020-03-27,85.31566727904074,0.002083926119248458,85.25145583141739,,0.19580500609002016,86.89961597283641,79.14927102388586,0.4190192771241499,-0.11832783436977616,56.398112749535514
2020-03-30,83.93455490570919,-0.01618826198492196,84.97723194655333,,0.2076519817979987,86.85582341691305,79.57535540017439,0.3544234053018869,-0.023777527085253786,49.19009111039882
2020-03-31,83.28156070327829,-0.007779801813025289,84.6901620599459,,0.2003171241884536,86.86317080633461,79.72869110632075,0.24801008118483026,0.030580021865392194,46.184611423527095
2020-04-01,83.07804115763187,-0.0024437527818615967,84.379329267183,,0.1831127351025296,86.65760230285107,80.24719816969647,0.1456742187211688,0.05359887048401341,45.25650314496437
2020-04-02,84.15523383141706,0.012966033608584171,84.12623095104799,,0.18354447394499201,86.60316972261408,80.62309066536834,0.14931060679680286,0.0727412238986865,50.88261705933313
2020-04-03,85.54103679043745,0.016467222487866584,83.91263632335942,,0.19057924926573608,86.69627433528908,80.97405748644988,0.2604567527318693,0.11028433931803673,57.00458323230643
2020-04-06,83.99580307179195,-0.018064238833474522,83.71812147986707,,0.200705852769321,86.37507772643448,81.65489731200495,0.22186072528919,0.13259962110225462,49.58345601759248
2020-04-07,83.09145270535922,-0.0107666137278285,83.53850373281483,,0.1795195858967654,86.35543198855126,81.71292263840607,0.11725812395138746,0.12953132116719104,45.82355744516911
2020-04-08,83.87255874163102,0.009400558190282071,83.42084315616802,,0.17831441275819157,86.36130992454406,81.7322914345929,0.09603692700723343,0.12283244145335655,49.39305750178995
2020-04-09,81.58982919454152,-0.027216643695364473,83.26288963989593,,0.19507814453848155,86.45199108430766,81.57534327443726,-0.10311805813783792,0.07764233677604417,40.90994940418568
2020-04-10,81.08680389350343,-0.006165294203995586,83.1258257314949,,0.19604094044842668,86.62533128532822,81.2743777399133,-0.297960314786323,0.0025218001346780567,39.30785363449176
2020-04-13,81.00073404449589,-0.0010614532189551218,82.97981860327964,,0.19305925159841908,86.80960796591637,80.88461120048518,-0.45405538932476475,-0.08879364391185922,39.02623455376666
2020-04-14,82.46355404588553,0.018059342531218103,82.85865700762257,,0.20466607548341226,86.82274040352289,80.83170764304717,-0.4548159458605028,-0.1619981082487648,46.09489578542526
2020-04-15,83.28829983955998,0.010001336993255672,82.75808773043083,,0.20472624857070162,86.81221830224091,80.80282165848787,-0.3846110146529327,-0.20652069145012072,49.63973134515073
2020-04-16,82.9325057556052,-0.004271837516675814,82.71104345061072,,0.2052453459925808,86.80212535340843,80.74320783357058,-0.3535362139682121,-0.2359237969684029,48.168132925014014
2020-04-17,82.53042644962314,-0.004848271522953418,82.6682650952559,,0.20229123707180918,86.73831400365928,80.6160833577106,-0.35716124966816665,-0.2601712881777558,46.49078016659086
2020-04-20,82.26652614118869,-0.0031976123205365026,82.62085042816153,,0.18533910052684055,86.36328227968698,80.59942419787814,-0.3769368006308582,-0.2835243911841433,45.373957765087425
2020-04-21,84.0652856253484,0.021865022975111614,82.6062148683403,,0.2020101360662207,86.16891497614186,80.66055390918807,-0.2449248175652059,-0.2758044763239567,53.56245836594834
2020-04-22,83.5881160606697,-0.005676178474016913,82.61748176081511,,0.20220361850124677,85.8561678220704,80.76545574815822,-0.17670254544270847,-0.25598408986755034,51.3628853486086
2020-04-23,83.25846723062796,-0.003943728433865923,82.63273001460732,,0.20162511779314557,85.61247794127789,80.82116780545672,-0.1474913715492363,-0.23428554595852427,49.840162657126776
2020-04-24,83.69557252195938,0.0052499800425178655,82.6786806532202,,0.2025864390793287,85.33408746706195,80.93754880396452,-0.08811004571288095,-0.20505044564492741,51.87739131833174
2020-04-27,83.57925078017098,-0.00138981953624695,82.74015248895776,,0.19440071227570588,85.29478071425461,80.94132514421807,-0.04984856216159983,-0.1740100687236225,51.28049977852931
2020-04-28,83.37373349735344,-0.002458951006369836,82.77293083038576,,0.19253615540124447,85.30123648979172,80.94408664808849,-0.035676523217162526,-0.14634335946215124,50.181907367396505
2020-04-29,82.10807552501142,-0.015180536114317134,82.79828800341903,,0.19995544292553255,85.2996022599914,80.84872431462672,-0.12500553496332145,-0.1420757945426193,43.9389960184391
2020-04-30,82.11946465953383,0.00013870906667334815,82.8241240356151,,0.19357032256035117,85.17573430163765,80.76901535579216,-0.19265927745058775,-0.15219249116169883,44.00650112956325
2020-05-01,81.63555874674682,-0.005892706617039889,82.81965115927305,,0.18253233864513585,84.6958001360434,80.85840171701736,-0.28202881329592344,-0.17815975566551795,41.708474883548554
2020-05-04,83.00415982151632,0.016764766429972378,82.85538503418282,,0.18442184532814646,84.56306455262778,80.89197297540541,-0.23976360256565954,-0.190480525074764,49.70757850119693
2020-05-05,83.79170055917498,0.009487967101312833,82.90892132414626,,0.18352206985491568,84.65319254204688,80.87186977136788,-0.14115098680920823,-0.18061461740293588,53.649192098627395
2020-05-06,83.78851564838885,-3.800985974600213e-05,82.95939557902786,,0.18047217554822517,84.63894939393555,80.877708610155,-0.06253631740533194,-0.15699895736757338,53.630886016790896
2020-05-07,84.6016091954135,0.009704116855783873,83.02419165935109,,0.1519194503356064,84.87592112786244,80.94191487631532,0.06457996666132715,-0.11268317250798648,57.607799138003756
2020-05-08,84.22528001802166,-0.0044482508189955805,83.10865162257637,,0.15083521304319736,84.91820523025018,81.21347838637939,0.1334366778040561,-0.06345920239776504,55.24606651723266
2020-05-11,85.50072735201589,0.01514328398458642,83.21643343557557,,0.15737975094121245,85.1798645695482,81.40181837783338,0.28753987192604313,0.0067406125215465846,61.071128855038346
2020-05-12,85.51991639410323,0.0002244313315411528,83.29333716850564,,0.14674843393564513,85.5346045898331,81.35271459237023,0.4065276760136385,0.0866980252696708,61.153051077987236
2020-05-13,86.2471181031805,0.00850330238544772,83.41930641939506,,0.14573925529244136,86.02664097265325,81.15656003591214,0.5530948820755697,0.17997739667724055,64.22553321264695
2020-05-14,84.72783148302818,-0.017615505927221053,83.49505035551424,,0.16008717680396164,86.14628742002876,81.21644616127895,0.5404901292171758,0.2520799432139142,54.52306518169529
2020-05-15,85.16560518412949,0.005166822913306834,83.57635601013939,,0.15907942902372885,86.3006229565858,81.32562849817252,0.5593596694658345,0.3135358884838589,56.559470624993
2020-05-18,83.20128560270838,-0.023064705254829287,83.63239430409782,,0.1811589765729892,86.25854715539819,81.46118024551208,0.4111420618276611,0.33305712315759,46.49813265937004
2020-05-19,80.88821942073892,-0.02780084664814564,83.59600555610899,,0.18952279705119535,86.43919169521924,80.96282908523013,0.10589189934020737,0.2876240783848586,37.939528712210524
2020-05-20,80.56831983951747,-0.003954835246867017,83.53497012450265,,0.18916079217591228,86.62654704073078,80.47349411760335,-0.15997889130657938,0.1981034844319825,36.92719424365767
2020-05-21,79.58347984218148,-0.012223663088639314,83.48158973737704,,0.19267331752045147,86.9183495346337,79.81419288485577,-0.4449923022627331,0.0694843270762713,33.925953427344666
2020-05-22,79.79040592944156,0.0026001135872726344,83.43013671139512,,0.19154352740396427,87.06021098085293,79.28181477938477,-0.6467196250662965,-0.07375646336718171,35.11913197282682
2020-05-25,82.36246930438737,0.032235246142503504,83.41627344482497,,0.22751218590886657,87.01053547754633,79.20981213511298,-0.5922818877192526,-0.1774615482462487,47.749501845721255
2020-05-26,81.4334187907669,-0.011280022581486526,83.38771651575627,,0.23058381599176825,86.98184347321602,79.04447266878465,-0.6169724286800147,-0.26536372433886934,44.388187169596804
2020-05-27,80.74939976308943,-0.008399733645408691,83.32905689705862,,0.2262992470146272,87.02412584875798,78.8663227170505,-0.6838365765582068,-0.34905829478720607,42.04161837622529
2020-05-28,81.0062396195408,0.003180702979897365,83.27659021958738,,0.2267126993906005,87.0455643857832,78.73356167602597,-0.7079459244622797,-0.4208358207252871,43.254658086696594
2020-05-29,81.59176764077021,0.007228184198889265,83.21962987828849,,0.2274216911309926,87.04620174531031,78.7285452059012,-0.6720687647412689,-0.4710824095302006,46.0279624231795
2020-06-01,81.41493112184159,-0.0021673328577362927,83.1242598011406,,0.21875332228832467,87.01776176370116,78.5980623175429,-0.6504044273664675,-0.5069468130984346,45.3077693314169
2020-06-02,81.20490571719992,-0.0025796914859186337,83.04040468453059,,0.21533773236330817,86.91998911314128,78.43715548390524,-0.6427696217794221,-0.5341113748352262,44.41881645359033
2020-06-03,82.03205962986182,0.010186009150019881,82.96771449289417,,0.21926767960542284,86.80806783565237,78.37343115954147,-0.5634908837828618,-0.539987276624856,48.688720226393194
2020-06-04,82.65611835983077,0.007607498004862601,82.91807195077944,,0.21803706113800175,86.60389549943613,78.38305441219941,-0.44518220745739256,-0.5210262627910979,51.70333130749562
2020-06-05,81.49302120714975,-0.014071519153822987,82.84161902934162,,0.22264012344566186,86.40609567857184,78.30762835197653,-0.4401852588797084,-0.5048580620086389,46.249511246336354
2020-06-08,81.42715759545122,-0.0008082116814777107,82.79147108313646,,0.21379769408082075,85.93772703769257,78.36864001719933,-0.436507126459702,-0.49118787489872906,45.95390139716123
2020-06-09,81.4918377268755,0.0007943311953197973,82.7556766236084,,0.21389831784091864,85.3952898194993,78.50826936866984,-0.42349187379272735,-0.47764867467743166,46.316779156891336
2020-06-10,80.32172079321512,-0.01435870102208392,82.70055021632007,,0.21394503172392987,84.51267117667342,78.79834828049917,-0.5017996992163773,-0.4824788795852485,40.95896080008491
2020-06-11,80.63863098784257,0.003945510523153839,82.63021815944856,,0.208656443952553,83.94461270918961,78.95748669846441,-0.53215557043562,-0.49241421775536837,42.88597120649643
2020-06-12,79.69974901433886,-0.011643079278531698,82.51339240392659,,0.20911501483536457,83.08674784943653,79.26876594123843,-0.6247627277131613,-0.5188839197470241,38.84129937059939
2020-06-15,80.81603271806932,0.014006113162660316,82.44979699685214,,0.20381079530352425,82.71676697854052,79.40022152367057,-0.601158621356376,-0.5353388600689428,45.4309542240411
2020-06-16,81.05871862567366,0.0030029426023789885,82.40914231525844,,0.17861118366316764,82.72335811111873,79.41068031158582,-0.5564566796984138,-0.5395624239948469,46.77367454116903
2020-06-17,81.18448067016327,0.0015514931227862405,82.35538075382907,,0.1779950271457101,82.73795186554788,79.45770264022123,-0.5050608973946282,-0.5326621186747902,47.49466963651742
2020-06-18,80.53965784957036,-0.007942685785140347,82.33437732692965,,0.1745710299878793,82.65002501133114,79.64124729517687,-0.5104726980754322,-0.5282242345549119,44.18945289983813
2020-06-19,80.43015513023857,-0.001359612422693779,82.32124435166435,,0.17455150858633278,82.58474332205473,79.77050390453296,-0.5176299196427294,-0.5261053715724728,43.63412368792684
2020-06-22,78.23528194538846,-0.027289182537271084,82.2659353096822,,0.15790605907005867,82.7954736232964,79.14705486739143,-0.6924163868993389,-0.559367574637878,34.32326560255865
2020-06-23,77.0289262572051,-0.015419586383359052,82.15724275390859,,0.1615926006486717,83.27107422888571,78.23100500844592,-0.9176939472026078,-0.6310328491508791,30.47427022013015
2020-06-24,77.44443985596396,0.00539425406725047,82.04036555423669,,0.16258500862512165,83.50767601442799,77.66390723219111,-1.0505906887344452,-0.7149444170676439,33.250781997364086
2020-06-25,75.19320257573382,-0.02906906272957921,81.88557949063926,,0.18728266685560221,84.07225535151449,76.5180241907239,-1.3223157385360906,-0.836418681361393,26.967161901556807
2020-06-26,76.11256438786582,0.01222666119595095,81.75722224940411,,0.19191640329472232,84.17805013179387,75.86430908515408,-1.4468005383032931,-0.9584950527498209,32.571227160254125
2020-06-29,74.29680907015653,-0.02385618369729725,81.59782790798346,,0.20506100764770574,84.48563517179528,74.84491183998415,-1.6726834450006862,-1.1013327312000387,28.001214327443734
2020-06-30,75.11064877106028,0.010953898439100884,81.4187351708977,,0.21222982014832303,84.52904006534027,74.19208125182521,-1.765676123460537,-1.2342014096521718,32.56804864789464
2020-07-01,74.24907983508959,-0.011470662949494503,81.23195444638608,,0.20715257889622113,84.45534404158862,73.48747929609964,-1.8871382817458482,-1.3647887840709334,30.371729484022794
2020-07-02,75.0857850073539,0.011268896181914734,81.0685008019206,,0.21046361236647332,84.0509595623217,73.13483044011888,-1.8940516100795293,-1.4706413492726695,34.95903627170938
2020-07-03,75.24613776273212,0.0021355940456972977,80.89951210673607,,0.20875518601369475,83.7547698493301,72.80633180866869,-1.8650920353284164,-1.5495314864838292,35.83157004765283
2020-07-06,73.66655431667805,-0.020992219574576088,80.7012581774662,,0.21692903734540459,83.5255077655463,72.2595335645752,-1.9471509732715049,-1.6290553838413724,31.36754484701207
2020-07-07,74.98866510859459,0.017947232691691406,80.53355680969104,,0.23099589472920748,83.07492264668682,72.05980142160661,-1.8837877656651045,-1.6800018602061229,38.29668371795205
2020-07-08,76.54056566400207,0.020695135100219586,80.42220661247084,,0.24342271184780737,82.74556909979034,72.01103945558174,-1.688881422493722,-1.681777772663643,45.28021145727969
2020-07-09,76.49302817580454,-0.0006210757365736619,80.30967788279627,,0.24240739030019673,82.32406019303542,72.01798808113287,-1.520722554062516,-1.6495667289434157,45.1117838099854
2020-07-10,76.22311582040253,-0.0035285876613705414,80.20142902426939,,0.24005862218398427,82.0240715881994,71.97031336657525,-1.3931749381743828,-1.598288370789607,44.10855728391062
2020-07-13,76.07552800840399,-0.001936260547866886,80.06285638800712,,0.2324040513432523,81.46565105145694,72.05468343235117,-1.2891409450879223,-1.5364588856492678,43.53840102745094
2020-07-14,75.06650874700789,-0.013263388211839144,79.88835255176379,,0.2340765229710544,80.75910242801454,72.162011067927,-1.2734317410395732,-1.4838534567273276,39.75488809851518
2020-07-15,76.25284440823692,0.015803794275650596,79.73763912696074,,0.24361340936081485,79.89263992323146,72.53530994651746,-1.1519771174376956,-1.4174781888693997,45.72664634034348
2020-07-16,75.69818859778907,-0.0072739032196409426,79.55957071500826,,0.24344553898913657,79.03826390150833,72.90553904306246,-1.0879377121811729,-1.3515700935317532,43.55295109871887
2020-07-17,75.66665432325048,-0.000416578984553273,79.38839820111284,,0.2435519204921245,77.96955201812605,73.49790084574593,-1.0278817331834347,-1.2868324214620885,43.42655645859924
2020-07-20,74.85339116908844,-0.010747972953683904,79.17545147745427,,0.22820873550152976,77.49446429235223,73.63479949388974,-1.0339903241614081,-1.2362640020019517,40.18738626945467
2020-07-21,74.22242978073213,-0.008429295967780748,78.94950174518686,,0.2241131084100804,77.31354136562635,73.5350727729683,-1.0773253020932003,-1.2044762620202012,37.82979388910628
2020-07-22,72.92840748321095,-0.017434383397902486,78.68312753278748,,0.2290445806423534,77.14962283222101,73.24738806909835,-1.2022255524786232,-1.2040261201118856,33.49045414103095
2020-07-23,74.2455030534806,0.01806011697942078,78.47348096419653,,0.21847870897454605,77.14826892346476,73.1539720256293,-1.1813149964365124,-1.199483895376811,40.918907631666144
2020-07-24,74.10774034082527,-0.0018555024478196236,78.25232366733044,,0.21321627514355374,77.0460925379534,73.05566600643661,-1.1624592849312023,-1.192078973287689,40.410505006872846
2020-07-27,75.13923713780062,0.01391888070303371,78.09108269803228,,0.20195725799192787,77.05650248159843,73.12949886955597,-1.0521550282612822,-1.1640941842824075,45.83686301945327
2020-07-28,75.17580460472917,0.0004866627386899136,77.97683440171208,,0.19825158364577591,77.06009974324353,73.13241719127775,-0.950826899568824,-1.1214407273396907,46.02451233752334
2020-07-29,74.47085066048412,-0.009377404710886217,77.85488501813141,,0.196762447327758,77.05347183938225,73.16122217767848,-0.9168382979087255,-1.0805202414534976,42.93622573523951
2020-07-30,74.153271592022,-0.0042644748333812155,77.74628085312824,,0.1928830128762363,77.05315305693875,73.0682896185888,-0.9050944887364523,-1.0454350909100887,41.58254793191714
2020-07-31,73.59602044053646,-0.007514855912918117,77.62239314335012,,0.19413558031697886,77.07238280261568,72.88404814069231,-0.93003178608285,-1.022354429944641,39.24449685217576
2020-08-03,73.62630608878223,0.000411512036445405,77.44766987903803,,0.17925186115964592,77.07574801576243,72.87665810475599,-0.936554955541439,-1.0051945350640006,39.44378076125604
2020-08-04,73.26248271020934,-0.004941486241808346,77.28425115742687,,0.16689993883599413,77.12483746713156,72.6549504135483,-0.9600154686291802,-0.9961587217770363,37.83811723497372
2020-08-05,72.97739544670624,-0.0038913131654405575,77.12881107109921,,0.1457745310867485,76.96067641752563,72.46279444142465,-0.9901977287429986,-0.9949665231702289,36.581482097665614
2020-08-06,71.60391105898411,-0.01882068247729063,76.94076449988808,,0.15682295901325055,76.95153056134926,71.98302858591897,-1.112125613501405,-1.018398341236464,31.204617085275927
2020-08-07,70.82087863612833,-0.010935609679347813,76.72534671979524,,0.1591832753955192,77.0281507926627,71.36618463617813,-1.2574431674310205,-1.0662073064753754,28.621735467449525
2020-08-10,72.50174705641224,0.023734080297422855,76.54708303848665,,0.1865196252787681,76.8009927873919,71.23596454624975,-1.2228803319698613,-1.0975419115742726,40.08614217007183
2020-08-11,71.84517050214009,-0.009056010109125823,76.35988833418546,,0.18382934740596718,76.75504702541801,70.95977648373687,-1.2342414800919244,-1.124881825277803,37.54913402562211
2020-08-12,70.81395464939725,-0.014353307891615708,76.13552623457616,,0.175807482857143,76.55647934781003,70.6144551854609,-1.3113391409751642,-1.1621732884172753,33.91826848499497
2020-08-13,71.17051727901443,0.005035202897261559,75.90581421295984,,0.17784604642221338,76.34223771428921,70.37592968710425,-1.328355603046404,-1.1954097513431012,36.21494638927582
2020-08-14,72.60838857714809,0.020203187402680678,75.72812156035981,,0.19598519070023218,75.99872626586492,70.41361456091832,-1.2118480203581328,-1.1986974051461077,44.5797547472879
2020-08-17,71.16663649630482,-0.01985654976093265,75.52291113837687,,0.20389206478395394,75.8431426882303,70.20052267127454,-1.2217681232119304,-1.2033115487592723,39.049916413309
2020-08-18,70.98047322290229,-0.0026158784869957374,75.31268384829743,,0.20266925558736787,75.76197370436778,69.9574959993541,-1.2304675827440406,-1.208742755556226,38.38776742763906
2020-08-19,70.37626619631516,-0.008512299216289043,75.11377475635942,,0.19611547487251263,75.83887540388514,69.62538017114713,-1.2714596942821856,-1.221286143301418,36.23993932931132
2020-08-20,68.68300617294068,-0.024060100299312825,74.87466226006137,,0.19679708964220083,75.96052156930914,68.94748431766915,-1.424160990146234,-1.2618611126703811,31.004491414765383
2020-08-21,69.41415295007126,0.01064523552288299,74.66895033877603,,0.20334030316927124,75.8844881389711,68.55415900893179,-1.4692440255462174,-1.3033376952455484,35.34774940432358
2020-08-24,69.41219446710915,-2.8214461732622986e-05,74.44087357375683,,0.19356963850066033,75.53188725188724,68.33405562894652,-1.4879781956471305,-1.340265795325865,35.34133173067477
2020-08-25,69.50250191360581,0.0013010314281225455,74.20974923951546,,0.19383501245376258,75.0615080446268,68.2371045670946,-1.4784949431455772,-1.3679116248898076,35.91907260934778
